row,narrative,label
5665,They held or payment for two weeks and did not cash it until the day after the judgement so they we would have to pay them more then the original amount even though we sent the check certified mail so we know they received it two weeks before the court date,
5673,"I have several deferred-interest promotional balances from different dental and dermatology offices under my CareCredit XXXX XXXXXXXX ( issued by Synchrony Bank ) . Each promotion has a different expiration date. 

However, the online system and mobile app only show a total combined balance and one minimum payment amount. There is no option to select or apply payments to a specific promotional balance, even if one is about to expire. Payments are automatically applied wherever the bank decides, not where the customer intends. 

The only way to target a specific promotional balance is to call customer service and request manual reallocation, which is not practical for ongoing monthly payments. As a result, customers can not manage their promotional balances or prevent retroactive interest charges and you only find out something is wrong after interest is charged or an issue appears on your statement. 

This system is not transparent or consumer-friendly, because it hides critical information and control from customers. I am requesting that Synchrony Bank be required to make its platform more transparent clearly displaying all active promotions, showing expiration countdowns, and allowing payments to be applied directly to a specific promotional balance.",
5684,"Discover closed my accounts directly based on other bank closing my account. They will not send me information why they closed my account beside business decision. But this decision was made on wrong facts and are discriminating against me after having perfect payment history for over 5 years with their financial institution. I was told over phone by other bank I was involved with some type of money laundering which couldn't be any further from the truth. I would never do such a thing and I have over 5 years of perfect payment history of all my accounts and good credit scores. So please reissue my accounts because this closure was based on wrong information gathered from other source. Please provide any wrongdoing on my part if thats what you based your decision on if not please reopen my 2 accounts asap. 

Accounts ending in XXXX, XXXX",
5686,"On XX/XX/XXXX, I processed a transaction through PayPal. I only learned after the transaction that PayPal automated the wrong account ( an account that has not been used in several months and had since been closed ). Immediately, I processed the transaction with the current bank account ( resulting in a duplicative payment for the same thing ) and called paypal right away to state that they were not authorized to use my old, closed account as an automated preferred method of payment for the first transaction. My recent paypal transaction history is clear as to which account is supposed to be automated ( the current, open account ).

Within minutes of the first transaction being processed, I tried to have paypal cancel that transaction, which they refused. I had no choice but to file a dispute that same day, XX/XX/XXXX, which was later denied. Today, I went to pay a different merchant and I only learned in my email confirmation that they UNILATERALLY added the {$160.00} negative balance they credited against me for the wrongful transaction that they honored on XX/XX/XXXX, which results in paypal charging me in a completely unauthorized way. I want paypal to refund the {$160.00} for the transaction that they should have canceled on XX/XX/XXXX, as requested. 

The upload shows the dispute that I filed the same day the wrong transaction was processed since PayPal simply wouldn't cancel the payment. They denied my dispute, yet later charge me for it. Another upload shows what I saw when I paid a merchant ( at no time did it state that I would be paying for extra charges related to the previously disputed transaction ). I only learned of it via the attached email confirmation sent AFTER they charged me.",
5688,"On XXXX of XX/XX/XXXXi open an account on the portal Transferwise. I used it to receive and make payments of my clients. Everything was allright till XXXX that i realized that the account has been closed without any notifications. Till then i have been trying to recover my money without notice. 
Send some mails and the answer is that they are doing some compliance but i think that the they are taking a lot of time to do the work. 

Thanks",
5691,"I am filing a complaint against Cash App ( Block Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected. Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfers Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redress for these violations.",
5694,"Hello, I was notified in late XXXX of 2024 that we were part of the Data Breach of LoanCare. We have our mortgage through the company. Ever since this data issue in the months following I had major issues trying to pay my mortgage due to there website going down and then during one of the months it tried double charging me which then we had to cancel the payment with the bank for the one and have to wait to repay it another way entirely and I was told numerous times by representatives when I was able to reach someone that I would not have anything reported to the credit bureau because this was out of my control but yet they placed it on my credit report and refuse to remove it. Ive attached the letter from them showing I was affected by the data breach. Ive reached out to them via letters and they responded back stating they found no evidence and would not do anything further for me. There is actually an entire group of individuals like myself who have had these same issues like myself going through this same thing. I just want the months of XXXX, XXXX, and XXXX removed from my credit report as showing delinquent as this is inaccurate when I did not do this, and this was my not fault and out of my hands due to the data breach and operation issues they had on there end with there applications!",
5695,"I am submitting this complaint because a debt collector is attempting to collect and report an alleged debt without providing lawful validation as required under the FDCPA ( XXXX U.S.C. XXXX ), Regulation F ( XXXX XXXX XXXX ), the FCRA, and New Jersey state laws, including the NJ Consumer Fraud Act and the NJ Consumer Finance Licensing Act. I formally disputed the alleged debt and requested full validation, including : identification of the original and current creditor, a signed contract or compliant electronic agreement, itemized accounting of all amounts, complete chain of assignment/bills of sale listing my specific account, original statements, proof of charge-off, proof the debt is within the New Jersey statute of limitations , proof of an active NJ debt collection license, and evidence their initial notice met all Regulation F disclosure requirements. The collector has * * not provided legally sufficient verification * *, and instead continues credit reporting and/or collection activity. Reporting and collecting on an unverified debt violates FDCPA XXXX ( b ) and FCRA XXXX ( a ) ( XXXX ), as well as New Jersey laws prohibiting deceptive or unconscionable practices under XXXX. XXXX. Until full validation is provideddirectly from the original creditor, not internal summariesthe collector is required to cease all collection efforts and stop furnishing negative credit information. Failure to do so constitutes continued violations of federal and state law. I am requesting CFPB assistance to : 1. Require the collector to provide full and complete validation ; 2. Ensure they cease collection until validation is supplied ; 3. Correct or remove any unverified credit reporting ; and 4. Ensure compliance with FDCPA, Regulation F, FCRA, and New Jersey statutes.",
5703,"I have had a US Bank account, of some kind, for more than 40 years. I have been satisfied with their service, until I received a deceptive offer to apply for a credit line limit increase. 

A couple weeks ago, I received a pre-approved credit line increase and was provided a special pre-approval code. My credit score, according to US Bank last week, is XXXX and remains unchanged. 

After deceptively enticing me to apply for this pre-approved offer, US Bank did a hard pull of my credit and then declined the pre-approved offer, even though my credit score remained unchanged at XXXX. 

Now, my credit score has, in fact, been damaged by US Banks intentional deception. This review has been submitted to the CFPB, the XXXX, and the Washington State Attorney General Office.",
5704,"received an email from a lawyer saying i owe xxx.xx, they said they tried contacting me numerous times with failed attempts. it also states that they were going to withhold my checks and contact my job/references to let them know what was going on. they stated i had 12 hours to reply to set up payment arrangements if not then they would take me to court to pay xxxx.xx. i ended up contacting the said place & they have no record of any loans by me. also looked up address that was on email & found a phone number, decided to call & they mentioned that the address doesnt match where they are located. woman on phone said it was a scam & to report it to you guys.",
5705,"Very concern about my overall mortgage payment. {$2700.00} This should never been the number please contact me I am very concerned. This was not what I negotiated with I feel there are problems with this. 

I was at XXXX That was what I signed up for in XXXX of 2024. It has not been a year and the numbers fluctuate even {$2800.00} really badly.",
5727,"I am writing to formally express my concerns regarding Zelles handling of disputes, particularly in light of the recent CFPB lawsuit highlighting significant issues with the platform. Despite using Zelle numerous times and reporting discrepancies, my financial institution and Zelle failed to investigate my claims adequately. They informed me that recovering lost funds was impossible and that tracking these transactions was unfeasible. The CFPBs findings indicates that Zelle has not only neglected to protect consumers but has also allowed repeat offenders to exploit the system, leaving users vulnerable to scams. This lack of accountability and transparency is unacceptable and raises serious concerns about consumer safety.",
5731,"I have two inquiries on my consumer report that I didnt do. I tried calling each companies they told me it was nothing they can do. I called transunion they told me it was nothing they can do. I have two inquires that are unauthorized. 

XXXX XXXX ( Finance ) XXXX XXXX XXXX ( Bank )",
5735,"In late XXXX, a vendor ( XXXX XXXX XXXX ) returned a bill pay check to me without having deposited it ( I had accidentally paid them twice ; once with credit card so they returned the check ). I called Capital One on XX/XX/XXXX to ask how to get the funds re-deposited into my checking account. The call got dropped a few times and, in the interim, I sent XXXX messages to the bank ( see attached ) and was told to mail the check to the bank. I did that the same day. Ultimately, a phone representative told me the check would be cancelled and re-deposited. 

When the funds were not re-deposited in a few weeks, I called back a few times during the month of XXXX and was told I need to keep waiting for the re-deposit to be completed. I called several more times and each time I was promised a call back in a few days ; I never once got a call back. 

Finally today ( XX/XX/XXXX ) I was told that on XX/XX/XXXX the check was cleared by XXXX XXXX. I don't see how that's possible given ( 1 ) I was told on XX/XX/XXXX the check would be cancelled ( see attached ) and ( 2 ) I mailed the un-deposited check back to Capital One at the address provided on the same day ( see attached ). I also wasn't told about the check clearing on XX/XX/XXXX on all of the other calls between mid-XXXX  and today. The phone rep wouldn't even listen to my explanation above and basically said I was a liar. I have better things to do than defraud Capital One over {$140.00}. Indeed, I think I will use that time to look for a new bank that trusts and listens to its customers.",
5736,"I deposited {$200.00} and then deposited {$530.00}, and then the atm stopped working and none of my money was deposited and the bank wasnt able to retrieve my money. I talked to the people inside the bank and called the service hotline on my phone and made a claim, but wasnt able to receive my money. I am owed {$730.00}.",
5740,"On Saturday morning, XX/XX/XXXX i enter capital ones cafe and spoke with a cafe ambassador about how to deposit my check and when to expect my funds. The cafe ambassador. walked me through the process And I deposited my check. I later received an email stating the deposit was successful and the funds would be the positive on the XXXX of XX/XX/year>. A deposit of {$270.00}. And on XX/XX/year> A deposit of {$6400.00} would be deposited. And the remaining balance of a {$1900.00}. And XXXX cents, would it be deposited on XX/XX/year>. I woke up XX/XX/year> and started to file my annual report For my 2 LLC 's and I checked my capital. One account balance and the XXXX. It was not deposited. Which is a clear violation of the law ( 12 CFR part 229 subpart B ). I reached out to Capital One over 10 times speaking with supervisors. And I even emailed the CEO of capital, one. Explaining that I was facing a hardship possible, eviction, definitely late fees. And lights and water being turned off. XXXX, XXXX inform me that they would b placing a hold and not releasing the {$270.00} that's required by law 12CFR part 229 subpart B Nor the full amount until XX/XX/XXXX.",
5744,"Over the past four months, Coinbase has charged me {$29.00} per month for their Coinbase One subscription, totaling approximately {$120.00}. I never knowingly enrolled in this subscription and did not authorize these charges. I was not notified that I would be enrolled, and I did not give my consent to be charged. I only discovered these charges recently when reviewing my account history. 

I contacted Coinbase to dispute the charges and request a refund, but they refused, stating that Coinbase XXXX subscriptions are non-refundable. I asked them for proof that I had authorized or enrolled in the subscription ( such as a confirmation email, consent log, or IP address ) but they did not provide any proof. Coinbase was unable to demonstrate that I agreed to this subscription in any form. 

I then attempted to dispute the charges through my bank ( XXXX ). I explicitly told them that these were unauthorized transactions and explained that Coinbase support could not provide evidence of my authorization. Despite this, XXXX denied my claim stating that I have a responsibility to monitor my account. 

This does not address the fact that I did not authorize the subscription in the first place.. I feel that XXXX did not investigate the matter thoroughly and failed to act in good faith in accordance to their unauthorized charges policies. They placed the burden entirely on me without holding Coinbase accountable to provide proof of authorization.",
5749,"I XXXX XXXX XXXX, as the duly appointed Subrogee and Executor of the XXXX XXXX XXXX XXXX XXXX  ( and any and all derivatives spelling ) have been seeking for immediate action and fiduciary trusteeship oF EQUIFAX due to erroneous information reporting on our credit profile, false and misleading information, defamation of the character and breach of privacy on the estate. EQUIFAX has failed to properly remedy and investigate this matter. SEE ATTACHMENTS for further detailed and all notices and documents that have been sent to EQUIFAX, including USPS tracking number and screenshot of date of delivery. You EQUIFAX are reminded of your fiduciary obligations under trust law, which obligate you to act in good faith and protect the interests of the Beneficiary ( XXXX XXXX XXXX ). One of the principles of equity is "" One who comes to equity must come with clean hands ''. EQUIFAX has a fiduciary RESPONSIBILITY to be in honor and act in good faith. Im expecting no more than 5 ( five ) business days for our credit file to be updated with the accurate information and status [ SEE ATTACHMENTS ], as it should have already been. Another principle of EQUITY is "" Equity recognizes what should have been done as already done ''",
5763,"On XX/XX/year>, I received an email from XXXX stating that my mortgage payment had not been received. My portal showed auto-pay as active and enrolled, so I immediately contacted AmeriHome to report the issue, trusting that auto-pay was active as displayed and that AmeriHome would resolve the processing error. I followed up again on XX/XX/XXXX, but did not receive a response until XX/XX/XXXX, after the XXXX late threshold had passed. In their XX/XX/XXXX response, AmeriHome confirmed in writing that auto-pay was assigned a start date of XX/XX/year> rather than XX/XX/year>, and that because of this the payment did not process for XXXX as expected. AmeriHome also confirmed that auto-pay enrollment was no longer active on the account and apologized for the confusion and inconvenience. Upon receiving this response I immediately submitted both XXXX and XXXX payments. Despite AmeriHome 's own written confirmation of the auto-pay start date discrepancy and their apology for the confusion, AmeriHome reported a 30-day late payment to all three credit bureaus, resulting in a XXXX drop to my credit score, which had zero prior late payments. I formally disputed this with AmeriHome on XX/XX/XXXX and received no response for weeks. I then filed disputes with all three credit bureaus. All three denied my disputes because AmeriHome continued to verify the late payment as accurate despite their own written confirmation of the auto-pay start date discrepancy. This mark is causing severe financial harm.",
5766,"I Pay my loan on the first of every month and if that day is a weekend or a holiday I pay it before the first. Every single month they add about XXXX to XXXX  days of interest and even though this is an electronic payment, they dont count my loan as paid until many days later, so Im paying all the additional interest, every single loan Ive ever had the money that is electronic is taken out the same day if its not a holiday this is criminal.

I called him and told him they just said well we dont take it out the same day thats baloney what theyre doing is just trying to get more cash in their pockets. Can you remedy this situation? Capital One auto finance XXXX",
5769,"XXXX XXXX XXXX XXXX XXXXXXXX  XXXX XXXX XXXX XXXXXXXX XXXX Ny XXXX XXXX XXXX XX/XX/XXXX Chex Systems , Inc . 

Attn : Consumer Relations XXXX XXXX XXXX XXXX, MN XXXX Subject : Dispute of Reported Information Dear Consumer Relations, I am writing to formally dispute the accuracy of the information reported on my Chex Systems consumer report associated with my Consumer ID. I have reviewed my report and found several accounts that I believe are not mine. 


The specific accounts I am disputing are : Account from XXXX XXXX XXXX - Reported Name : XXXX XXXX - Reported Address : XXXX XXXX XXXX XXXX XXXX, XXXX, TX XXXX - Date of Closure : XX/XX/XXXX - Original Charge Off Amount : {$1800.00} account # XXXX I request that you provide documentation proving that these accounts are indeed mine. Under the Fair Credit Reporting Act, I have the right to dispute inaccurate information, and I am requesting that you send me proof of these accounts within 7 days of receiving this letter. If you are unable to provide such documentation, I request that you delete these accounts from my report. 


Please send your response to my address listed above. Thank you for your prompt attention to this matter. 


Sincerely, XXXX XXXX",
5771,"XXXXI am filing this complaint against PayPal for mishandling a dispute related to unauthorized charges on my account. The case number is XXXX XXXX XXXXI was the buyer/account holder, and two unauthorized transactions (totaling over $200) were withdrawn from my account. I filed a dispute through PayPal, and it was originally decided in my favor. Later, I was told the refund would not be issued because Im not protected under Seller Protection.\n\nThis is clearly a mistake, as I was not the seller and did not receive any money. I lost money from my account, and I filed the dispute as the victim of unauthorized charges.\n\nPayPal now says the transaction is part of an external chargeback, but has not explained how or why that affects my refund especially when I never received any funds.\n\nI have contacted PayPal multiple times and asked them to reclassify the case under Buyer Protection, which would apply in my situation, but they have refused. I am requesting the CFPBs assistance in getting my funds restored and having PayPal comply with its own Buyer Protection policies.'",
5775,"I have had a XXXX credit card for several months. I set up auto pay as I travel frequently and do not want to miss a payment. I recent ; y returned from an extended trip as I had lost my job to find that three months of charges, totalling {$12000.00} had not been paid. As a result of this i am being charged almost {$1000.00} in fees and interest. 
I conatcted Wells Fargo who manage XXXX 's processing and they claim there is nothing that they can do and that is a XXXX problem XXXX have not responded after several days of attempting to contacrt a live person. 
The charges were from XXXX, XXXX and XXXX of this year",
5785,"They reported a late payment of {$41.00} dollars that impacted my XXXX credit and I always my bills in time and has impacted my score tremendously as of XXXX XXXX  by Verizon syncs/Verizon creditor . Tried to dispute but no answer In according to the fair credit reporting act convergent account, has violated my civil rights. 
15 USC 1681 section 602 states I have the right to privacy.

15 USC 1681 section 604 A section 2 : it also states a consumer reporting agency can not furnish an account without my written instructions.

15 USC 1666B : a creditor may not treat a payment on a credit card account under an open end consumer credit plan as a late for any purpose.",
5787,I am a part of the haf program and my payments are supposed to be being paid by this program I had to extend my Covid forbearance because the payments from XXXX and XXXX have yet to be posted today is XX/XX/23 so I will basically be going into XXXX  3 months behind,
5791,"I believe that New American funding is holding customers monies and delaying making payments in order to hold more money in their accounts so they can make more interest on a larger amount of money. My loan was supposed to fund on XX/XX/XXXX and they are still holding about {$11000.00} and doing nothing but making excuses for not sending the money to XXXX XXXX to pay off the my loan. They never sent a check as they said and they were supposed to do a wire transfer on Monday XX/XX/XXXX but that still hasn't happened. If they hold other customers funds and keep making more interest than they should, this is not right and I consider this theft. They have been holding my money for 20 days now and making interest on my money. I will never use this company again, this is the worst experience with a loan company that I have ever had. 


XXXX XXXX Fri, XX/XX/XXXX, XXXXXXXX XXXX ( 4 days ago ) There is absolutely no reason why a wire transfer can't be made, I'm tired of excuses. Please have your supervisor call me ASAP XXXX XXXX XXXX Fri, XX/XX/XXXX, XXXXXXXX XXXX ( 4 days ago ) Please. Let me know when that takes place. 

XXXX XXXX XXXX Mon, XX/XX/XXXX, XXXXXXXX XXXX ( 12 hours ago ) to XXXX I was never contacted today saying that the wire transfer had been taken care of. I just checked my XXXX XXXX account and I am really curious to hear what excuse you guys come up with. Someone call me ASAP and let 's get a supervisor on this call.",
5792,"15 USC 1692c ( c ) - "" That law Clearly states that '' "" If a consumer notifies a debt collector that the consumer refuses to pay a debt the debt collector must CEASE ALL Communication '' Credit collections Services Acct # XXXX",
5802,"I was looking at my report and noticed there were still some things that were not correct. I sent a letter to Transunion, but it has been more than several weeks, and Transunion still hasn't responded to my letter. That is surely a violation of 15 USC 1681i ( a ) ( 1 ) ( A ) Under 15 USC 1681i ( a ) ( 1 ) ( A ) Subject to subsection ( f ) and except as provided in subsection ( g ), if the completeness or accuracy of any item of information contained in a consumer 's file at a consumer reporting agency is disputed by the consumer and the consumer notifies the agency directly, or indirectly through a reseller, of such dispute, the agency shall, free of charge, conduct a reasonable reinvestigation to determine whether the disputed information is inaccurate and record the current status of the disputed information, or delete the item from the file in accordance with paragraph ( 5 ), before he end of the 30-day period beginning on the date on which the agency receives he notice of the dispute from the consumer or reseller.",
5807,"I am filing a complaint against Cash App ( Block , Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected.

Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate pres ( Block, Inc. ) due to inadequate customer service and unfair practices, which violate the Consumer Financial Protection Act ( CFPA ). Specifically, Cash App failed to take timely and effective measures to prevent and address fraud on their platform, leaving my account vulnerable and unprotected.

Furthermore, their dispute resolution process was unfair and deceptive, as they did not comply with error resolution requirements under the Electronic Fund Transfer Act ( EFTA ) and Regulation E. These actions have caused significant inconvenience and financial loss, and I seek appropriate redress for these violations.",
5808,"XX/XX/XXXX I requested a current informational mortgage statement. The one they sent was a statement back from XX/XX/XXXX. 

XX/XX/XXXX contacted the company and was given an email address and a current informational statement would be sent. 
XX/XX/XXXX loan XXXX contacted the company and told her to tell me to sign a document, The document was signed that day. Nothing was sent XX/XX/XXXX requested an informational statement XXXX sent to me was the statement from XX/XX/XXXX I have spoken to countless staff and my mortgage company since mid XXXX and have been given nothing but the run around. 
I need the current statement for a loan I desperately need",
5827,"Dear Sir/Madam, I am writing to inquire about the status of a payment I made on XXXX in the amount of {$26000.00} USD from my account at XXXX XXXX  XXXX The beneficiary was XXXX XXXX XXXX, XXXX, whose account is held at XXXX XXXX XXXX  XXXX XXXX. JP Morgan Chase Bank was listed as the intermediary bank in this transfer. 
I recently learned that XXXX XXXX  has been designated under Executive Order 14024 as of XXXX XXXX, XXXX, which may have resulted in my payment being blocked. In order to unblock the payment, I need to apply for a special license from OFAC. However, JP Morgan Chase Bank has not informed the sending bank of the date of the blockage. 
On XXXX, XXXX XXXX  attempted to contact JP Morgan Chase Bank via XXXX to clarify if the payment was blocked and reported to OFAC, but have not received a response. As a result, I am unable to apply for the necessary license from OFAC. 
I kindly request your prompt assistance in resolving this matter and providing information on the status of my payment. Thank you for your attention to this issue. 
Sincerely, [ XXXX XXXX. ]",
5833,It wasn't so much a purchase. It was some of my available credit balance disappeared the next day without making a purchase. I had {$550.00} available on XX/XX/year>. And on XX/XX/year> I had {$500.00}. I check my credit card everyday if not many multiple times a day. I know exactly how much money I had to spend on the credit card. And when getting help with the credit card through Navy Federal they just became super defensive. Every time I make a purchase on the credit card the available credit status gets updated immediately. I even proved that while on the phone with a representative that's arguing with me about that. I made a purchase while on the phone and the available credit balance immediately updated.,
5836,"This complaint is regarding Cashapp account XXXX. This is yet another complaint concerning the abhorrent and non-existent customer service from Cash App, owned by Block INC. Since the middle of XXXX Cash App has been declining purchases despite possessing a sufficient balance in the account. Cash App is refusing to resolve the issue, and provides no professional support whatsoever. I have demanded a response from this company and the company has deliberately refused to respond. This company does not have XXXX XXXXased support, despise being a XXXX based company, and refuses to resolve outstanding issues ; irrespective of how many times a consumer files a complaint with a consumer/regulatory agency.",
5843,"To Whom It May Concern, I am writing to formally lodge a complaint regarding Zelles inadequate handling of consumer disputes and its failure to properly investigate fraudulent transactions. My concerns are further supported by the recent Consumer Financial Protection Bureau ( CFPB ) lawsuit, which highlights systemic deficiencies in Zelles consumer protection practices.

Despite having used Zelle numerous times and promptly reporting transaction discrepancies, both my financial institution and Zelle failed to conduct a thorough investigation into my claims. I was informed that the recovery of lost funds was impossible and that the transactions in question could not be tracedresponses that, in my view, reflect a lack of due diligence and disregard for consumer protection obligations under federal law. 

The CFPBs findings indicate that Zelle has not only neglected to safeguard consumers from fraudulent activity but has also permitted repeat offenders to continue exploiting the platform. This lack of oversight has left consumers, including myself, vulnerable to scams and financial harm, without meaningful recourse or restitution. 

I respectfully request that this matter be reviewed in light of the CFPBs recent action and that appropriate steps be taken to ensure full investigation, accountability, and consumer protection.",
5852,"I have a checking account with Chime Mobile Banking. I have been fighting several charges for fraud since XXXX of 2023 totaling over {$4000.00}. I have submitted large amounts of evidence and a police report but all my claims have been denied with no explanation. The only person you can talk to with the bank is customer service which is outsourced to XXXX. They do not understand my issue, they just try the same thing every time, and they are never able to give me information over the phone. All the information that I get regarding my claim is sent to me via email and all it says is that it was denied, and when I try to reply I dont get a response. My account is FDIC insured and all these charges and made out of the country, by fake companies, yet despite that and all my evidence, they deny it with no explanation and I have no way of fighting their decision as I can only talk to one person about my issue. On top of that, they are extremely negligent and at this point corrupt, as half of the time I am hung up on, put on hold for over an hour just for the call to drop, or I am told simply that the customer service rep just isnt going to help me because they dont want to or they are tired of me. And there is no way to fight this as there is not a single other phone number for chime other than the customer service number. Please feel free to contact me by phone if more information is needed, I just dont know what other options I have. Thanks.",
5859,"On XX/XX/XXXX and XXXX I had XXXX taken out of my account without my authorization. I have phone alerts set up to my phone which never went off, I went to withdraw money at the ATM and it said I have reached my limit for the day, so I immediately went on my account and it said I withdrew XXXX that day.Then went on to find more was withdrawn the day before.I immediately called Bank of america, got my card canceled and a new one sent out and the remaining balance transfered to a different account so I wouldn't have any more issues, and filed a claim.I have been speaking with different people everytime I call and have been getting the run around.They have asked me to file a police report, I did that.Then I was asked to send a statement of my whereabouts that day, I did that.I keep getting denials on my claim which they are being sent out a day after every time I speak to someone on the phone so I'm not sure how it's being investigated that fast.So then I filed a complaint with this company and I received a email from a resolution specialist XXXX XXXX, asking to call her.I have called numerous times left numerous messages, no call back to this day.So I called again to the claims department and now was asked to submit the police report with a copy of my driver 's license.Which I have now done.Now I have waited a week called back again and they really nothing more to say.I have done everything they asked.I told them to look on their cameras they told me they were not working that day, which now a different person has told me they always work.So I'm not understanding why here it is XXXX and still have not received my money back.",
5870,"On XXXX XXXX, 2017 PayPal notified my wife and I via email that there was a {$150.00} payment was in pending for review and should be complete within 72 hours. The payment was sent to our account from a coworker to purchase a retirement gift for another coworker. We have made multiple request to PayPal to complete the review and release the funds by email and by phone. This has been held in pending for nearly two months and no progress or updates. Please help us with this hold up.",
5873,"At the beginning of XX/XX/2022, my Wells Fargo checking account was hacked and {$2300.00} was withdrawn by the hacker to purchase cryptocurrency in my XXXX account they then withdrew. I reported this to Wells Fargo right away and Wells Fargo notified me that they had deposited the amount back to my account. The hacker then attempted to debit {$1000.00} and {$5000.00} from my account which Wells Fargo stated they did not pay. 

However, I later discovered that Wells Fargo then reversed the {$2300.00}, {$1000.00} and {$5000.00} from my XXXX account unbeknownst to me plus another {$1300.00} and {$49.00} for accounts not mine. Wells Fargo will only state that they credited my account {$2300.00}, not that they then took {$9600.00} from XXXX which XXXX then charged to me. 

Despite repeated letters to Wells Fargo, they totally dismissed my question about these reversals and provided no answer. They told me to ask XXXX. XXXX told me to ask Wells Fargo. Wells Fargo stated that they didn't have the authority to address accounts with other institutions nor provide specifics to a "" third party ''. It is my Wells Fargo account and I am not a third party to my Wells Fargo account. The Wells Fargo representative stated that it was "" regrettable that you [ I ] may have authorized transactions that ultimately related to a fraud scheme ... '', without any explanation of what that meant. T-Mobile ported my phone number to the hacker 's phone without my knowledge. I DID NOT AUTHORIZE ANYONE TO STEAL MY PHONE NUMBER AND MY IDENTITY. Very poor and dismissive treatment by Wells Fargo for a customer who has been with them through all of their iterations for many decades. Or anyone!",
5882,"My name is XXXX XXXX XXXX, and I am writing this statement on my own behalf. I am a victim of identity theft. I am writing to compel in accordance with the Fair Credit Reporting Act Section 603 and 605A ( b ) that my report be investigated and updated as soon as possible. I have not nor authorized the receipt or distribution of any goods and/ or materials under my name. I wish to dispute these fraudulent accounts under the provisions of the law and am requesting an updated copy of my report and all pertinent information regarding this matter. 

The fraudulent accounts are as follows : XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",
5885,"XXXX XXXX at XXXX I was depositing {$730.00} into a Bank of America ATM and ate my money ( it cancelled the transaction ). I checked if the money went to my account in the app, but nothing was deposited. I have called the bank and they told me options that werent needed for my problem.",
5891,Theres been multiple problems with Zelle I bank with XXXX XXXX XXXXXXXX. My information has been given out way too many times and Ive had way too many problems with theft on my account. Zelle and my bank has failed me to investigate all the way thoroughly through with my problems Ive had with losing money. There has been many times Ive lost funds trying to contact my bank and and never received my money back. There is way too many scams on here and this is not fair to us hard-working people.,
5894,I have had been a Navient student loan customer since XX/XX/2013. My total amount that I supposedly owe is through the roof. I called them several times to see if I qualified for loan forgiveness an they told me I had to make 6 months to a year worth of payments. I thought that was wrong so I called consolidating program an they told me that they have my loan on lock down because Navient was being sued. I didnt think it was fair for me to suffer to pay when them getting sued isnt my fault. Im asking this could I please have help with this matter.,
5905,"Dispute ID # XXXX CHIME VIOLATION OF REGULATION E REGARDING 10 DAY DISPUTE INVESTIGATION I am reaching out regarding chime investigation team process regarding a dispute where I was wrongfully charged on my chime card when I paid another way. It is passed the 10 day mark as of today, as I was informed by a rep that if they cant resolve the matter within 10 days I will be issued a refund this is also backed by banking law. I supplied the required documentation of the receipt that was emailed to me directly from XXXX because I no longer had the paper receipt unfortunately. 

I contacted chime customer support regarding a charge of {$500.00} at my local XXXX. I expressed to the customer support team that I did visit this XXXX location & I did pay {$500.00} but in CASH. I expressed to them that I shouldve never been charged on my card when I paid that amount in cash, to where they asked me to submit supporting documentation ( my receipt ) for proof to help get my money refunded. I submitted a copy of receipt that I received from XXXX corporate because I contacted them as well and theyre well aware of what has transpired, the receipt shows clear as day my way of paying for the transaction was in CASH. I have contacted chime support asking what is the hold up I showed proof that I paid in cash, and basically I havent received any answers as to the lack of urgency chime investigation team has shown to my concerns. 

I will also attach proof of receipt within this email. Hopefully to be refunded the amount of money I was wrongfully charged on my card. Please and thank you. 

I am wanting to get this matter resolved rather than taking legal alternatives but if legal alternatives is the only option for my concerns to be resolved, I will take that route. This is my umpteenth time attempting to contact CHIME with no response or explanation which is very derogatory. Which is why I am filing this complaint with the CFPB.",
5908,"I have had my mortgage with Freedom Mortgage since XXXXXXXX XXXX XXXX They take my payment each month and are supposed to distribute funds to my escrow account and pay for insurance, property taxes. They have been making mistakes left and right and have caused an escrow shortage for my account. They just sent {$1500.00} to either XXXX XXXX insurance or XXXX. I have called several times to find out what happened and also to talk with a member from leadership. But the leadership and manager in charge of escrow talked privately. They decided on their own that the XXXX was not sent to anyone. And they left me on the phone on hold for 45 minutes. When they should have been discussing this problem with me the customer to find out where my money disappeared. I no longer trust them with my money or any future business interactions. I want a complaint filed asap. No wonder, they have a rating of 1.7 which clearly puts them into a poor management of the people 's hard owned money to do with whatever they want. I thought this was about earning my business and trust. This company has a rating of 0 from me. If anyone gets a mortgage please do not let Freedom Mortgage handle your mortgage.",
